City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Brokopondo,SR,4.75,-55.1667,75.97,90,100,6.42,overcast clouds
348,Sergeyevka,KZ,53.88,67.4158,88.29,31,34,11.07,scattered clouds
349,Kuusamo,FI,65.9667,29.1833,51.84,62,0,10.36,clear sky
350,Carutapera,BR,-1.195,-46.02,74.53,94,8,4.76,clear sky
351,Dzhebariki-Khaya,RU,62.2167,135.8,78.37,19,8,5.19,clear sky
352,Plyussa,RU,58.4308,29.3654,66.16,49,35,4.68,scattered clouds
353,Luganville,VU,-15.5333,167.1667,80.31,83,71,7.16,broken clouds
354,Saint Pete Beach,US,27.7253,-82.7412,76.15,90,40,5.99,scattered clouds
355,Ukiah,US,39.1502,-123.2078,73.44,49,1,0.0,clear sky
356,Cap Malheureux,MU,-19.9842,57.6142,73.47,77,17,5.99,light rain
357,Mikumi,TZ,-7.4041,36.9831,70.56,61,51,2.06,broken clouds
358,Richards Bay,ZA,-28.783,32.0377,67.98,82,83,12.57,broken clouds
359,Poronaysk,RU,49.2167,143.1167,55.94,87,34,8.37,scattered clouds
360,Tabou,CI,4.423,-7.3528,76.8,84,100,4.85,overcast clouds
361,Prieska,ZA,-29.6641,22.7474,50.0,55,23,2.59,few clouds
362,Caravelas,BR,-17.7125,-39.2481,69.31,79,23,3.76,few clouds
363,Iqaluit,CA,63.7506,-68.5145,35.33,74,40,11.99,scattered clouds
364,Kitgum,UG,3.2783,32.8867,69.03,87,100,2.66,light rain
365,Hambantota,LK,6.1241,81.1185,89.94,62,20,17.27,few clouds
366,Tuni,IN,17.35,82.55,92.17,52,100,18.37,overcast clouds
367,Venado Tuerto,AR,-33.7456,-61.9688,40.78,82,94,2.77,overcast clouds
368,Avarua,CK,-21.2078,-159.775,76.8,80,27,22.57,light rain
369,Fukuma,JP,33.7667,130.4667,87.1,76,99,11.25,light rain
370,Kirkwall,GB,58.9848,-2.9587,50.34,81,20,3.44,few clouds
371,Muros,ES,42.7762,-9.0603,64.24,90,100,7.56,light rain
372,Griffith,US,41.5284,-87.4237,63.05,82,1,0.0,clear sky
373,East Wenatchee Bench,US,47.4257,-120.2812,65.39,46,1,6.91,clear sky
374,Mackay,AU,-21.15,149.2,79.05,83,90,9.22,overcast clouds
375,Qaqortoq,GL,60.7167,-46.0333,38.43,83,71,3.24,broken clouds
376,Pemba,MZ,-12.974,40.5178,74.1,80,22,10.96,few clouds
377,Comodoro Rivadavia,AR,-45.8667,-67.5,31.86,74,0,8.05,clear sky
378,Key West,US,24.5557,-81.7826,78.01,72,100,14.45,overcast clouds
379,Paracatu,BR,-17.2222,-46.8747,59.34,42,1,3.78,clear sky
380,Sioux Lookout,CA,50.1001,-91.917,70.18,52,75,5.75,broken clouds
381,Sorong,ID,-0.8833,131.25,82.17,74,53,6.58,broken clouds
382,Moses Lake,US,47.1301,-119.2781,68.36,32,1,4.61,clear sky
383,Soyo,AO,-6.1349,12.3689,74.88,82,85,5.91,overcast clouds
384,Guilin,CN,25.2819,110.2864,91.51,63,56,4.85,broken clouds
385,Big Rapids,US,43.6981,-85.4837,54.61,88,1,0.0,clear sky
386,Seydi,TM,39.4816,62.9137,96.44,8,0,17.43,clear sky
387,Masvingo,ZW,-20.0637,30.8277,59.16,43,0,3.58,clear sky
388,Geraldton,AU,-28.7667,114.6,67.12,48,0,12.66,clear sky
389,Atar,MR,20.5169,-13.0499,83.37,22,4,7.7,clear sky
390,Herat,AF,34.5,62.0,79.39,11,0,24.96,clear sky
391,Trincomalee,LK,8.5711,81.2335,90.45,53,100,19.33,overcast clouds
392,Saint George,US,37.1041,-113.5841,99.19,15,1,1.99,clear sky
393,Narsaq,GL,60.9167,-46.05,37.76,78,59,3.51,broken clouds
394,Olginskaya,RU,47.1879,39.9492,72.88,87,100,5.48,light rain
395,Tabuk,PH,17.4189,121.4443,93.96,50,67,4.27,broken clouds
396,Savinka,RU,50.0785,47.0994,79.65,60,3,10.18,clear sky
397,Sarai,RU,53.7458,41.0213,66.42,61,0,10.2,clear sky
398,Qui Nhon,VN,13.7667,109.2333,89.69,63,29,17.34,scattered clouds
399,Palasa,IN,18.7667,84.4167,91.98,52,100,9.22,overcast clouds
400,Monte Alegre,BR,-2.0078,-54.0692,72.12,96,22,3.38,few clouds
401,Tevaitoa,PF,-16.7833,-151.5,79.93,78,99,21.99,light rain
402,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,78,40,16.11,scattered clouds
403,Sayansk,RU,54.1088,102.1648,68.4,40,47,5.75,scattered clouds
404,Constitucion,CL,-35.3333,-72.4167,52.7,86,1,4.52,clear sky
405,Bahia De Caraquez,EC,-0.6,-80.4167,73.58,87,100,8.3,overcast clouds
406,Shimoda,JP,34.6667,138.95,81.16,66,57,9.44,broken clouds
407,Salalah,OM,17.0151,54.0924,87.76,69,67,10.94,broken clouds
408,Bonfim,BR,3.0833,-59.95,73.47,96,100,2.42,overcast clouds
409,Baghdad,IQ,33.3406,44.4009,84.11,32,0,26.46,clear sky
410,Kiruna,SE,67.8557,20.2251,43.72,65,90,8.05,overcast clouds
411,Lensk,RU,60.7253,114.9278,72.75,35,99,9.4,overcast clouds
412,Mbini,GQ,1.574,9.6134,75.04,89,100,5.28,moderate rain
413,Vilhena,BR,-12.7406,-60.1458,67.37,74,97,3.38,overcast clouds
414,Stornoway,GB,58.2093,-6.3865,51.93,87,75,16.11,broken clouds
415,Coihaique,CL,-45.5752,-72.0662,21.15,93,1,0.0,clear sky
416,Vylkove,UA,45.4021,29.586,67.1,72,38,8.32,scattered clouds
417,Antalaha,MG,-14.9003,50.2788,77.11,63,55,11.16,broken clouds
418,Savalou,BJ,7.9281,1.9756,72.21,91,37,2.35,scattered clouds
419,Irbil,IQ,36.1926,44.0106,76.82,41,0,6.91,clear sky
420,Leshukonskoye,RU,64.8989,45.7622,51.82,65,100,3.38,overcast clouds
421,Oeiras,BR,-7.0253,-42.1311,71.31,57,29,4.38,scattered clouds
422,Nazare,BR,-13.035,-39.0144,66.36,96,38,2.33,scattered clouds
423,Muli,MV,2.9167,73.5667,83.86,74,91,10.31,overcast clouds
424,Nizhniy Kuranakh,RU,58.8353,125.4869,68.25,54,100,8.99,overcast clouds
425,Mareeba,AU,-17.0,145.4333,83.44,67,20,5.59,few clouds
426,Roebourne,AU,-20.7833,117.1333,71.2,33,100,20.38,overcast clouds
427,Luan,CH,46.3592,6.9759,66.04,71,90,1.99,overcast clouds
428,Teyateyaneng,LS,-29.1472,27.7489,46.9,45,97,3.83,overcast clouds
429,Murgab,TM,37.4966,61.9714,89.47,23,0,6.91,clear sky
430,Tateyama,JP,34.9833,139.8667,78.1,68,70,11.68,broken clouds
431,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.01,79,74,0.51,broken clouds
432,Llangefni,GB,53.2556,-4.3106,57.65,92,82,5.23,broken clouds
433,Pisco,PE,-13.7,-76.2167,63.01,88,50,4.61,scattered clouds
434,Klaksvik,FO,62.2266,-6.589,49.12,89,61,18.61,broken clouds
435,Matagami,CA,49.7502,-77.6328,37.51,81,1,4.61,clear sky
436,Khoy,IR,38.5504,44.9535,88.32,22,0,2.3,clear sky
437,Tessalit,ML,20.1986,1.0114,87.76,12,0,15.37,clear sky
438,Urubicha,BO,-15.3833,-62.95,68.32,68,86,5.59,overcast clouds
439,Jhabua,IN,22.7667,74.6,93.36,44,13,13.65,few clouds
440,Belmonte,BR,-15.8631,-38.8828,66.7,79,7,2.91,clear sky
441,Jacareacanga,BR,-6.2222,-57.7528,71.53,98,100,1.21,overcast clouds
442,Portel,BR,-1.9356,-50.8211,75.56,88,64,1.7,moderate rain
443,Fukue,JP,32.6881,128.8419,71.96,100,75,5.75,mist
444,Moscow,RU,55.7522,37.6156,70.03,45,11,6.11,few clouds
445,Sri Aman,MY,1.2376,111.4621,86.09,70,40,3.44,scattered clouds
446,Andenes,NO,69.3143,16.1194,46.38,71,75,11.5,broken clouds
447,Malysheva,RU,57.1185,61.4035,73.38,54,81,12.53,broken clouds
448,Paso De Los Toros,UY,-32.8167,-56.5167,39.72,90,62,6.42,broken clouds
449,Jinchang,CN,38.4953,102.1739,71.71,18,75,8.39,broken clouds
450,Sterling,US,39.0062,-77.4286,66.6,66,75,3.0,broken clouds
451,Axim,GH,4.8699,-2.2405,77.07,86,92,7.54,light rain
452,Debre Tabor,ET,11.85,38.0167,63.5,49,71,3.49,broken clouds
453,Lashma,RU,54.9321,41.1438,68.97,44,2,6.96,clear sky
454,Camopi,GF,3.1655,-52.3158,70.45,100,91,1.77,overcast clouds
455,Umm Kaddadah,SD,13.6017,26.6876,81.39,45,100,4.16,overcast clouds
456,Paramonga,PE,-10.6667,-77.8333,65.26,89,84,9.37,broken clouds
457,Havoysund,NO,70.9963,24.6622,43.68,75,100,23.0,overcast clouds
458,Zhaotong,CN,27.3167,103.7167,82.22,51,93,4.81,overcast clouds
459,Tran,BG,42.8353,22.6517,65.43,82,16,2.77,few clouds
460,Taltal,CL,-25.4,-70.4833,59.58,69,1,1.88,clear sky
461,Vagur,FO,61.4732,-6.8119,47.89,93,43,20.07,scattered clouds
462,Ginir,ET,7.1333,40.7,66.54,59,100,5.14,overcast clouds
463,Jumla,NP,29.2747,82.1838,60.66,94,100,3.62,overcast clouds
464,Teknaf,BD,20.8624,92.3058,78.82,92,100,8.43,overcast clouds
465,Tulum,MX,20.2167,-87.4667,77.65,94,100,10.51,overcast clouds
466,Camacha,PT,33.0833,-16.3333,65.62,88,75,18.41,broken clouds
467,Port Macquarie,AU,-31.4333,152.9167,66.16,44,0,9.82,clear sky
468,Shebalino,RU,51.2917,85.6772,76.53,34,16,5.44,light rain
469,Taungdwingyi,MM,20.0167,95.55,74.8,92,100,13.65,overcast clouds
470,Tianpeng,CN,30.9866,103.9393,72.07,86,100,4.76,overcast clouds
471,Emba,KZ,48.8264,58.1442,93.87,14,3,13.38,clear sky
472,Kenai,US,60.5544,-151.2583,55.02,76,75,0.0,broken clouds
473,Victor Harbor,AU,-35.5667,138.6167,55.47,66,54,10.27,heavy intensity rain
474,Velykyy Burluk,UA,50.0379,37.3987,70.93,80,75,14.79,broken clouds
475,Bokhan,RU,53.153,103.7714,68.47,45,81,12.5,broken clouds
476,Kolosovka,RU,56.4678,73.611,76.73,53,25,6.08,scattered clouds
477,Babol,IR,36.5513,52.679,84.27,46,0,5.44,clear sky
478,Angoche,MZ,-16.2325,39.9086,75.97,65,0,4.88,clear sky
479,Vladyslavivka,UA,45.1667,35.3667,65.12,86,100,22.1,overcast clouds
480,Evensk,RU,61.95,159.2333,43.23,95,100,6.22,moderate rain
481,Mackenzie,CA,55.2999,-123.1698,59.22,44,90,2.3,overcast clouds
482,Vermilion,US,40.1667,-87.7506,62.6,58,1,0.0,clear sky
483,Rocha,UY,-34.4833,-54.3333,49.41,69,100,8.52,overcast clouds
484,Aswan,EG,24.0934,32.907,88.16,23,0,18.41,clear sky
485,Lalsk,RU,60.7415,47.5862,57.7,72,48,7.36,scattered clouds
486,Dunedin,NZ,-45.8742,170.5036,43.81,84,100,1.01,overcast clouds
487,Tahe,CN,52.3333,124.7333,63.14,66,87,13.8,light rain
488,Koumac,NC,-20.5667,164.2833,74.88,79,70,7.0,broken clouds
489,Nouadhibou,MR,20.931,-17.0347,66.27,87,0,22.93,clear sky
490,Coahuayana,MX,18.7333,-103.6833,81.36,89,100,2.35,overcast clouds
491,Bathsheba,BB,13.2167,-59.5167,79.41,73,75,29.93,moderate rain
492,Waddan,LY,29.1614,16.139,75.78,44,16,10.65,few clouds
493,Baracoa,CU,20.3467,-74.4958,79.7,83,55,4.83,broken clouds
494,Hvolsvollur,IS,63.7533,-20.2243,38.8,63,100,8.66,overcast clouds
495,New Iberia,US,30.0035,-91.8187,80.96,74,95,6.22,overcast clouds
496,Mlimba,TZ,-8.8,35.8167,71.96,53,23,1.28,few clouds
497,Zhuhai,CN,22.2769,113.5678,91.18,79,40,14.97,scattered clouds
498,Hualmay,PE,-11.0964,-77.6139,64.9,88,76,9.17,broken clouds
499,Gastouri,GR,39.56,19.8975,70.21,88,20,0.0,few clouds
500,Bac Lieu,VN,9.285,105.7244,91.38,54,63,6.26,broken clouds
501,Cobija,BO,-11.0267,-68.7692,73.31,75,78,2.04,broken clouds
502,Cao Bang,VN,22.6667,106.25,91.11,63,78,6.64,broken clouds
503,Walvis Bay,NA,-22.9575,14.5053,54.09,100,0,6.91,clear sky
504,Puerto Maldonado,PE,-12.6,-69.1833,71.91,82,100,3.02,overcast clouds
505,Nedjo,ET,9.5046,35.5019,65.16,79,100,1.07,light rain
506,Port Augusta,AU,-32.5,137.7667,60.94,52,79,16.49,broken clouds
507,Elko,US,41.0002,-115.5012,70.23,19,94,4.56,overcast clouds
508,Kassala,SD,15.451,36.4,89.69,43,57,17.45,broken clouds
509,Miles City,US,46.4083,-105.8406,68.5,33,0,6.15,clear sky
510,Visby,SE,57.6409,18.296,63.05,72,0,9.22,clear sky
511,Karpinsk,RU,59.7654,60.0085,67.62,43,83,12.19,broken clouds
512,Grindavik,IS,63.8424,-22.4338,39.67,70,75,17.27,broken clouds
513,Saint-Augustin,CA,51.226,-58.6502,45.79,98,100,12.55,overcast clouds
514,Nipawin,CA,53.3668,-104.0009,59.04,62,1,8.05,clear sky
515,Ngunguru,NZ,-35.6167,174.5,58.15,80,25,6.35,scattered clouds
516,Geilo,NO,60.5333,8.2076,59.56,81,16,4.32,few clouds
517,Voi,KE,-3.3945,38.563,73.27,62,96,6.93,overcast clouds
518,Dingle,PH,10.9995,122.6711,90.45,58,8,6.17,clear sky
519,Tombouctou,ML,20.0,-3.0,87.84,10,0,3.42,clear sky
520,Oistins,BB,13.0667,-59.5333,78.89,73,75,29.93,broken clouds
521,Tibu,CO,8.639,-72.7358,72.97,99,100,1.59,overcast clouds
522,Pombas,CV,17.1503,-25.0201,71.38,82,7,11.39,clear sky
523,Shamgarh,IN,24.1833,75.6333,94.32,42,97,13.33,overcast clouds
524,Santiago Del Estero,AR,-27.7951,-64.2615,45.68,71,100,4.14,overcast clouds
525,Klyuchi,RU,52.2667,79.1667,85.39,30,32,7.05,scattered clouds
526,Jhanjharpur,IN,26.2667,86.2833,90.09,61,82,20.02,broken clouds
527,Springbok,ZA,-29.6643,17.8865,45.1,77,0,3.47,clear sky
528,Nizhniy Tsasuchey,RU,50.5167,115.1333,63.21,49,100,23.69,heavy intensity rain
529,Maceio,BR,-9.6658,-35.7353,76.44,88,90,2.3,overcast clouds
530,Mangrol,IN,21.1167,70.1167,87.48,72,74,16.84,broken clouds
531,Soverato,IT,38.685,16.5499,68.9,45,25,1.81,scattered clouds
532,Biltine,TD,14.5333,20.9167,84.2,47,25,3.87,scattered clouds
533,Vestmanna,FO,62.1564,-7.1664,47.32,93,90,10.36,overcast clouds
534,Gondanglegi,ID,-7.7479,112.0132,85.8,64,100,2.82,overcast clouds
535,Inta,RU,66.0317,60.1659,45.27,63,100,12.17,overcast clouds
536,Mirik,IN,26.8945,88.1848,71.82,76,83,6.42,broken clouds
537,Upington,ZA,-28.4478,21.2561,46.78,81,0,4.61,clear sky
538,Samarai,PG,-10.6167,150.6667,79.93,82,99,11.18,overcast clouds
539,Naze,JP,28.3667,129.4833,81.52,75,80,9.01,broken clouds
540,Thinadhoo,MV,0.5333,72.9333,84.27,73,96,9.89,overcast clouds
541,Uppsala,SE,60.0,17.75,66.61,62,40,3.44,scattered clouds
542,The Valley,AI,18.217,-63.0578,81.1,82,96,21.99,overcast clouds
543,Dimapur,IN,25.9,93.7333,89.58,66,75,5.75,haze
544,Amapa,BR,1.0,-52.0,69.91,99,20,0.94,few clouds
545,Lata,PT,40.1629,-8.3327,63.05,95,24,2.71,few clouds
546,Bandarbeyla,SO,9.4942,50.8122,85.53,55,71,28.01,broken clouds
547,Yar-Sale,RU,66.8333,70.8333,61.21,49,86,15.41,overcast clouds
548,Avera,US,33.194,-82.5271,69.71,59,0,4.21,clear sky
549,Kokoda,PG,-8.8785,147.7407,79.57,78,100,1.3,overcast clouds
550,Kissidougou,GN,9.1848,-10.0999,68.38,99,19,4.16,few clouds
551,Kajaani,FI,64.2273,27.7285,53.65,54,0,5.75,clear sky
552,Auburn,US,47.3073,-122.2284,60.82,79,0,1.01,clear sky
553,Pringsewu,ID,-5.3582,104.9744,86.43,66,100,2.48,overcast clouds
554,Pitimbu,BR,-7.4706,-34.8086,73.99,91,32,9.28,scattered clouds
555,Ust-Karsk,RU,52.7011,118.8077,51.24,97,100,12.93,moderate rain
556,Bafq,IR,31.6128,55.4107,96.01,8,0,8.05,clear sky
557,Honningsvag,NO,70.9821,25.9704,43.16,73,99,23.47,overcast clouds
558,Verkhoturye,RU,58.8627,60.8054,70.07,69,92,8.37,overcast clouds
559,Ambon,ID,-3.6954,128.1814,82.54,78,40,3.44,scattered clouds
560,Yumen,CN,40.2833,97.2,77.31,10,99,19.98,light rain
561,Hami,CN,42.8,93.45,86.09,9,100,3.02,overcast clouds
562,Gogrial,SS,8.5332,28.1004,77.83,70,100,7.94,overcast clouds
563,San Quintin,MX,30.4833,-115.95,65.44,81,1,3.24,clear sky
564,Wanning,CN,18.8003,110.3967,90.99,62,39,13.18,moderate rain
565,Jablanica,BA,43.6603,17.7617,60.93,66,28,2.73,scattered clouds
566,Bitung,ID,1.4451,125.1824,90.45,73,44,8.1,scattered clouds
567,Nishihara,JP,26.1842,127.7558,85.28,87,90,11.5,mist
568,Mascota,MX,20.5167,-104.7833,68.31,84,88,2.42,overcast clouds
569,Aitape,PG,-3.1374,142.3475,81.7,78,83,5.3,broken clouds
570,Namatanai,PG,-3.6667,152.4333,83.01,71,85,6.29,light rain
571,Champoton,MX,19.35,-90.7167,75.9,94,100,6.46,overcast clouds
572,Luebo,CD,-5.35,21.4167,67.41,39,57,1.83,broken clouds
573,Raduzhnyy,RU,62.0961,77.475,68.9,31,39,5.26,scattered clouds
574,Baoding,CN,38.8511,115.4903,91.51,18,73,3.76,broken clouds
575,Port Blair,IN,11.6667,92.75,85.57,74,98,16.26,overcast clouds
576,Caetite,BR,-14.0694,-42.475,62.19,73,22,3.74,few clouds
577,Aksu,CN,41.1231,80.2644,81.16,15,34,9.78,scattered clouds
578,Andros Town,BS,24.7,-77.7667,80.56,78,100,9.62,overcast clouds
579,Alice Springs,AU,-23.7,133.8833,62.15,31,90,8.05,overcast clouds
580,Tomatlan,MX,19.9333,-105.25,81.09,81,58,2.24,broken clouds
581,Okhotsk,RU,59.3833,143.3,65.23,42,44,14.74,scattered clouds
582,Itoman,JP,26.1247,127.6694,86.02,84,75,17.27,broken clouds
583,Alofi,NU,-19.0595,-169.9187,76.89,88,68,3.44,broken clouds
584,Brandfort,ZA,-28.7001,26.4597,35.01,43,64,5.7,broken clouds
585,Ushtobe,KZ,45.2514,77.9838,87.57,18,79,7.2,broken clouds
586,Muroto,JP,33.2833,134.15,77.04,73,97,5.86,overcast clouds
587,Flin Flon,CA,54.7682,-101.865,58.91,59,100,11.03,overcast clouds
588,Ziro,IN,27.6333,93.8333,66.94,82,100,1.95,overcast clouds
589,Houma,US,29.5958,-90.7195,82.99,95,70,1.01,broken clouds
590,Ayan,RU,56.45,138.1667,49.51,86,92,3.29,overcast clouds
591,Collecchio,IT,44.754,10.2184,74.19,83,0,1.14,clear sky
592,Krasnoarmeyskoye,RU,52.7182,50.0322,68.2,76,57,13.56,broken clouds
593,Pavilosta,LV,56.8879,21.1859,62.51,60,10,5.79,clear sky
594,Barcelona,ES,41.3888,2.159,77.97,76,20,1.01,few clouds
595,Alekseyevka,RU,50.6309,38.6903,71.83,79,94,13.51,overcast clouds
596,Christchurch,NZ,-43.5333,172.6333,46.9,96,75,3.0,broken clouds
597,Praia,CV,14.9215,-23.5087,72.14,83,20,11.5,few clouds
598,Oruro,BO,-17.9833,-67.15,36.09,36,89,3.65,overcast clouds
599,Moerai,PF,-22.4333,-151.3333,75.2,79,79,24.56,light rain
600,Wegorzewo,PL,54.2157,21.7372,62.67,74,0,7.11,clear sky
601,Padilla,CO,3.2204,-76.3139,67.57,82,42,4.0,scattered clouds
602,Lumajang,ID,-8.1335,113.2248,82.24,73,100,5.19,moderate rain
603,La Grande,US,45.3246,-118.0877,57.97,70,0,2.44,clear sky
604,Tual,ID,-5.6667,132.75,80.87,79,98,12.08,overcast clouds
605,Dzilam Gonzalez,MX,21.2833,-88.9333,74.1,97,100,5.41,overcast clouds
606,Prabumulih,ID,-3.45,104.25,91.65,52,94,2.93,overcast clouds
607,Afsin,TR,38.2477,36.914,63.34,46,14,5.7,few clouds
608,Dakar,SN,14.6937,-17.4441,74.28,83,91,10.58,overcast clouds
609,Mata,PT,40.683,-7.4592,59.94,95,52,3.89,broken clouds
610,Shingu,JP,33.7333,135.9833,75.9,75,60,3.13,broken clouds
611,Benoy,TD,8.9833,16.3199,75.38,71,92,7.02,overcast clouds
612,Kangaba,ML,11.9333,-8.4167,77.59,65,49,3.85,scattered clouds
613,Siukh,RU,42.5999,46.5446,71.62,35,0,4.99,clear sky
614,Ust-Barguzin,RU,53.45,108.9833,49.44,78,91,4.7,overcast clouds
615,Urambo,TZ,-5.0667,32.05,67.1,56,91,7.83,overcast clouds
616,Tucupita,VE,9.0622,-62.051,72.97,99,96,1.81,overcast clouds
617,Dauriya,RU,49.9333,116.8667,51.22,83,100,29.77,light rain
618,Altamira,BR,-3.2033,-52.2064,72.23,97,49,1.88,scattered clouds
619,Oktyabrskoye,RU,43.0645,44.7417,68.14,88,75,13.42,broken clouds
620,Jasper,US,37.2001,-94.3502,79.99,81,0,7.92,clear sky
621,Boyolangu,ID,-8.1181,111.8935,82.63,75,99,8.88,light rain
622,Borinskoye,RU,52.4569,39.3713,66.69,66,3,13.49,clear sky
623,Tezu,IN,27.9167,96.1667,93.49,59,70,1.34,broken clouds
624,Tuy Hoa,VN,13.0833,109.3,94.03,52,43,12.93,scattered clouds
625,Leeds,GB,53.7964,-1.5477,58.35,57,75,3.0,broken clouds
626,Sibolga,ID,1.7427,98.7792,85.98,64,46,6.42,scattered clouds
627,Xiaoweizhai,CN,26.1903,107.5125,83.82,74,97,9.82,overcast clouds
628,Kilosa,TZ,-6.8333,36.9833,70.18,61,75,2.48,broken clouds
629,Tucumcari,US,35.1717,-103.725,77.94,25,55,9.51,broken clouds
630,Dukat,RU,62.55,155.55,33.46,100,100,7.38,snow
631,Safaga,EG,26.7292,33.9365,76.95,35,0,20.74,clear sky
632,Kaoma,ZM,-14.7833,24.8,54.75,44,14,6.62,few clouds
633,Omsukchan,RU,62.5333,155.8,34.57,100,100,9.57,moderate rain
634,Barra Patuca,HN,15.8,-84.2833,79.16,88,100,11.77,overcast clouds
635,Llanes,ES,43.4198,-4.7549,66.87,90,98,4.79,overcast clouds
636,Helong,CN,42.5397,128.9972,66.63,83,100,6.31,overcast clouds
637,Port Victoria,KE,0.0939,33.9756,69.12,79,100,7.31,light rain
638,Saiha,IN,22.4833,92.9667,73.76,93,100,2.17,overcast clouds
639,Barbate,ES,36.1924,-5.9219,68.11,85,47,17.05,light rain
640,Novoagansk,RU,61.9449,76.6625,69.73,33,12,3.87,few clouds
641,Maryville,US,35.7565,-83.9705,65.44,86,31,3.83,scattered clouds
642,Moose Factory,CA,51.2585,-80.6094,44.6,65,75,5.75,broken clouds
643,Laizhou,CN,37.1717,119.9214,67.46,97,100,4.05,overcast clouds
644,Satinka,RU,52.3792,41.6819,69.62,72,14,12.75,few clouds
645,Soto La Marina,MX,23.7667,-98.2167,73.78,94,6,2.53,clear sky
646,Semnan,IR,35.5729,53.3971,87.78,16,0,6.22,clear sky
647,Port Hedland,AU,-20.3167,118.5667,69.85,28,75,14.97,light rain
648,Bulit,PH,7.1153,124.7894,90.09,60,21,2.53,few clouds
649,Wakkanai,JP,45.4094,141.6739,58.98,94,75,6.91,fog
650,Mecca,SA,21.4267,39.8261,94.89,30,22,5.28,few clouds
651,Raga,SS,8.4596,25.678,72.45,84,100,6.15,overcast clouds
652,Kabelvag,NO,68.2114,14.4817,49.53,76,75,11.5,broken clouds
653,Mulege,MX,26.8833,-111.9833,84.88,41,0,5.93,clear sky
654,Asasa,ET,7.1,39.2,64.99,50,98,6.2,overcast clouds
655,Poum,NC,-20.2333,164.0167,74.79,81,60,8.25,broken clouds
656,Guerrero Negro,MX,27.9769,-114.0611,65.48,86,4,13.02,clear sky
657,Pishin,PK,30.5803,66.9961,86.72,16,0,8.25,clear sky
658,Guru Har Sahai,IN,30.7167,74.4167,99.48,24,2,3.15,clear sky
659,Fengrun,CN,39.8333,118.1167,81.75,21,73,8.43,broken clouds
660,Nalut,LY,30.3333,10.85,78.78,22,3,14.9,clear sky
661,Guhagar,IN,17.4842,73.1929,84.97,74,69,15.03,broken clouds
662,Ko Samui,TH,9.5357,99.9357,91.31,55,20,5.75,few clouds
663,Ambulu,ID,-8.345,113.6058,83.1,73,100,8.55,overcast clouds
664,Olafsvik,IS,64.8945,-23.7142,40.42,69,100,18.61,overcast clouds
665,Hohhot,CN,40.8106,111.6522,78.26,33,0,15.66,clear sky
666,Calama,CL,-22.4667,-68.9333,37.89,52,0,18.41,clear sky
667,Marshall,US,34.3834,-86.3333,68.49,75,1,3.44,clear sky
668,Awjilah,LY,29.1081,21.2869,81.12,30,0,9.93,clear sky
669,Buin,CL,-33.7333,-70.75,57.06,76,100,1.63,overcast clouds
670,Kazachinskoye,RU,57.6953,93.2761,72.52,51,75,6.93,broken clouds
671,Liwale,TZ,-9.7667,37.9333,71.65,56,9,3.33,clear sky
672,Dongkan,CN,33.9997,119.8308,79.63,69,100,1.39,overcast clouds
673,Parker,US,32.7668,-97.8003,82.35,72,0,6.44,clear sky
674,Toora-Khem,RU,52.4675,96.11,70.2,37,54,1.39,broken clouds
675,Novo Aripuana,BR,-5.1206,-60.3797,72.46,98,99,2.42,overcast clouds
676,Biak,ID,-0.9131,122.8766,81.28,73,30,4.74,scattered clouds
677,Mmathubudukwane,BW,-24.6,26.4333,38.26,39,2,2.17,clear sky
678,Redding,US,40.5865,-122.3917,73.58,26,40,5.59,scattered clouds
679,Japura,ID,-0.3167,102.35,97.03,42,36,1.66,scattered clouds
680,Korgen,NO,66.0771,13.8153,53.13,93,100,4.56,moderate rain
681,Finschhafen,PG,-6.6024,147.8681,81.03,69,98,9.08,overcast clouds
682,Mahajanga,MG,-15.7167,46.3167,73.42,56,20,4.61,few clouds
683,Mahon,ES,39.8885,4.2658,73.96,88,20,11.5,few clouds
684,Shubarkuduk,KZ,49.1447,56.4872,93.52,15,0,14.9,clear sky
685,Whitehorse,CA,60.7161,-135.0538,59.77,36,20,8.05,few clouds
686,Duekoue,CI,6.7472,-7.3496,69.22,100,76,2.48,broken clouds
687,Launceston,AU,-41.45,147.1667,56.16,80,75,1.01,moderate rain
688,Aksarka,RU,66.5606,67.7975,53.56,79,99,16.06,light rain
689,Marzuq,YE,14.4,46.4667,89.22,23,99,1.92,overcast clouds
